uid,movieid,rating
5,370,3.071336702422738
5,372,3.274407065963726
5,376,2.435253185268805
5,394,3.272719091746861
5,1,4.6
5,393,2.5989711967900764
5,391,2.4003554688075024
5,389,3.3823311448197018
5,388,2.3503737175613946
5,397,2.141833742228739
5,2,3.256166920925963
5,384,2.6103587233757843
5,40,3.1715803018203212
5,382,4.171906902328377
5,42,4.216513710552396
5,379,2.618324601108949
5,377,2.5889506881803204
5,385,4.620691690596732
5,109,2.989648892730691
5,69,3.501803047487346
5,185,4.027100249361891
5,154,3.4100665062953652
5,241,3.0007257195349615
5,227,3.459251257289084
5,143,4.273934782447419
5,214,2.9610882988344285
5,243,2.600911502795877
5,267,3.0509217762429826
5,225,3.4151679844653287
5,222,3.808325613625586
5,24,3.0000000000000004
5,98,4.386752280571692
5,90,2.9713532001180325
5,259,3.2789746336185845
5,80,2.413662481736383
5,62,3.720549677983635
5,219,3.181836133032326
5,100,4.195802432767105
5,102,3.2336358524350404
5,209,4.14134501390914
5,230,4.0
6,509,4.806384108551416
6,511,3.7724848257509622
6,100,3.1930342581983537
6,506,3.8339787300294454
6,500,4.387345107585183
6,499,3.7637929497932707
6,498,4.598280574394765
6,492,4.553911213400558
6,508,3.52003043646999
6,513,4.999999999999999
6,517,3.870640250106062
6,515,4.602456040376957
6,70,4.036356575357603
6,81,3.8232866494259214
6,86,4.014244978139556
6,56,4.223122946789953
6,534,3.4777154985739123
6,32,3.8937045615925783
6,528,4.595086699809109
6,526,4.011581829776659
6,59,4.126258494668856
6,525,4.4935148697457175
6,524,3.9943495317236155
6,523,4.453367693057235
6,521,4.424806480971486
6,87,4.351283892177628
6,95,3.4253768709882877
6,518,3.8294636392086296
6,124,4.815258287512725
6,131,3.995197942752533
6,133,4.189934866231884
6,98,4.197077608329606
6,487,4.42343328672374
6,204,3.5677319323596413
6,205,4.816420399563919
6,469,4.015264921750232
6,238,3.7805062792841304
6,269,3.8
6,467,4.454985544461796
6,466,3.2965701127682085
6,463,3.8320354366363905
6,459,4.401314345423301
6,458,2.8930761073671465
6,432,4.053001065727224
6,275,4.622880184239251
6,304,3.3939714359182607
6,286,3.000000000000001
6,276,4.166278958615485
6,470,4.223339274353809
6,471,3.004165910993471
6,199,4.416187099910358
6,475,3.3665380622398864
6,486,3.582210227944603
6,135,4.428248621567255
6,284,3.5670115556827087
6,136,4.392500275739915
6,484,4.200661711868868
6,483,4.799175471320482
6,156,4.807077026511082
6,488,4.603930171522889
6,481,3.839693833548791
6,479,3.970703498877147
6,187,4.373173827551777
6,478,4.450491821373399
6,195,4.0415669074558
6,477,3.460704346051215
6,197,4.532336734854903
6,476,3.398215825496754
6,480,4.999999999999999
6,69,2.79773076867942
6,532,3.415815363728227
6,15,3.271795329442629
6,318,4.413896471796268
6,294,3.4
6,301,3.0
6,297,3.7673671869908
6,134,4.3078232094612465
6,19,3.9670220218614873
6,143,3.999735364066982
6,258,3.8000000000000003
6,248,3.417736976367545
6,221,4.0
6,125,3.1881639742337047
6,213,4.5845528189447995
6,23,5.0
6,208,4.175455061193262
6,154,4.261731149778779
6,193,4.778785515611637
6,189,4.335232622117534
6,188,4.077250604126513
6,183,3.8071808524150796
6,180,3.815634764282386
6,28,3.576026891648714
6,175,4.199231845384563
6,209,4.6073934527944855
6,357,4.381006984491979
6,151,3.759373979433438
6,117,3.789652290645534
6,14,4.191052681052333
6,423,4.173748622038256
6,211,4.163853384215882
7,647,4.274923580354982
7,530,4.3842658240888595
7,537,3.0685747463577417
7,541,1.98763664281061
7,542,2.452532979397084
7,543,4.681903755290036
7,548,1.7103096369903774
7,171,4.117416248202885
7,681,3.119002756395512
7,680,2.7549594291829322
7,10,3.6453605706364205
7,78,1.9623440745394378
7,553,3.4515501909946886
7,554,2.9778364052911153
7,555,2.270762776676236
7,559,3.211631056650663
7,676,3.1736124865285458
7,560,2.713682203709887
7,550,3.803706109460089
7,81,3.620303130488268
7,519,4.367933287622405
7,562,3.226425866797542
7,448,4.251400071068941
7,450,1.7432640680278397
7,451,2.356491343522738
7,455,3.2216188672663426
7,461,3.626958554839158
7,472,3.391397696241187
7,482,4.203133655242861
7,485,2.406174851545256
7,489,4.212044664335291
7,520,4.177375539654706
7,491,3.841582636651055
7,161,2.7907226119082384
7,683,2.303509666937762
7,496,4.207656772269772
7,497,4.663887814751925
7,501,3.3681491403973536
7,504,3.8767289141517005
7,82,2.9781836388546923
7,505,3.8578325638596267
7,514,4.403462854833261
7,495,3.381970720108421
7,563,1.8857128609158627
7,567,3.1285886365926503
7,648,4.26700795940192
7,659,4.42587810236965
7,623,2.8861079066775095
7,624,2.8798464870855875
7,626,2.531877986934412
7,627,3.2000800696466998
7,658,3.418954527229745
7,630,3.101629140998896
7,633,3.3500035328635853
7,163,3.2082803581281483
7,661,4.046348446719162
7,657,4.607251523678893
7,636,3.647249942977435
7,637,3.05594157750312
7,654,4.300257370662569
7,642,3.002352283949197
7,643,3.5185398876912237
7,653,3.9580212938420822
7,644,3.7540804883292864
7,650,4.123346179253112
7,645,3.7541356365645537
7,72,2.7579516720757438
7,564,2.0935465580254897
7,622,3.7552510809324704
7,619,3.678609886179259
7,570,3.2481540116335297
7,675,3.57492518898144
7,674,3.245408233360934
7,576,3.814452237765162
7,673,3.633109323022345
7,669,1.7076305680072497
7,579,2.504964611614978
7,580,4.192567971770603
7,581,2.879003278482679
7,621,3.3911024417422886
7,667,2.0085039649385834
7,582,4.064217469845389
7,431,3.612524945157051
7,587,3.547880889386193
7,589,3.721240053429086
7,599,0
7,604,4.454078406042185
7,608,4.176562398457547
7,614,4.22238707651103
7,618,3.379818838163799
7,662,4.31853618697538
7,430,4.830736761858717
7,90,3.2583072952623517
7,404,4.558563755702023
7,334,3.5069495503723673
7,300,4.2
7,307,3.9999999999999987
7,432,4.442274789799165
7,281,3.779776878642336
7,266,2.326936310890374
7,264,2.971421458285681
7,471,4.7945319196004155
7,260,3.013314878458273
7,259,2.7897834613851824
7,241,4.0426394395752
7,479,3.9617765209741855
7,232,3.4179201390617804
7,480,4.393070591770711
7,228,4.449079091297835
7,481,4.303722433809246
7,227,3.885804003285532
7,483,4.345138469362913
7,226,3.775867812734106
7,288,2.8
7,269,3.8
7,79,4.646406128929209
7,89,4.205306258771874
7,435,4.582115378835468
7,32,3.5005194197335743
7,428,4.408184410481001
7,423,3.8065576896294213
7,418,3.7920941867459654
7,131,3.551096366850428
7,393,3.1495609824546196
7,389,4.387909409844829
7,133,4.242515006232156
7,484,4.0
7,385,4.167293010629843
7,136,4.560173267259272
7,118,3.8434812814700896
7,156,4.366824525987546
7,176,3.393656997458959
7,195,4.605495542139611
7,153,4.156380918224847
7,139,2.279485455164802
7,121,4.388436361402513
7,205,4.030392624608442
7,382,4.005682802698183
7,420,3.8283112969992557
7,151,4.169351102222766
7,210,4.033075140705234
7,162,4.009187543442605
7,166,4.437591521772246
7,168,4.016654706506939
7,172,4.211106544780124
7,177,3.979183575114975
7,181,4.0111405069663615
7,182,4.197935162103845
7,191,4.394803985166711
7,203,4.38481637433736
7,207,4.161695665844487
7,223,3.467695979591878
7,268,4.191087594426911
7,273,3.624235593548739
7,285,4.4305863760063575
7,378,4.229546622389968
7,396,2.56265979728479
7,399,3.1590190268937905
7,174,4.752173944937823
7,401,3.0718918964049657
7,142,3.1879164339177968
7,92,3.512849969645704
7,127,4.4059471657687554
7,126,4.266515791926809
7,492,4.404244379854554
7,208,4.046416605113064
7,154,3.871579135831411
7,200,3.480950802325579
7,511,4.618468630624741
7,196,3.8060323140048697
7,193,4.372558152772044
7,515,4.61027230433354
7,190,4.392045084288492
7,212,4.074898933075044
7,188,3.9805389335138908
7,183,3.5805329180378442
7,526,3.9348048787710233
7,528,4.563390580649124
7,7,3.5873809725608257
7,8,4.247243540391516
7,22,4.833862362420153
7,93,4.185245604718235
7,101,2.5624519270863937
7,106,3.2030488028887434
7,185,4.601946796253413
7,28,3.5779112941387177
7,498,4.4246819002262
7,53,3.1051398811780766
7,54,3.361572769175767
7,44,3.802631594432899
8,127,3.8
8,183,3.8000000000000007
8,22,4.036430613549061
8,550,3.024651597148383
8,89,3.424412817856809
8,176,4.2
8,56,3.8
8,210,4.2
8,79,4.4
8,172,4.4
8,685,3.6
8,651,4.4
8,568,4.193774468470879
8,144,4.186685997009596
8,188,3.4087997653791455
8,190,3.201376436994475
8,338,3.410435607626104
8,457,1.9707139754902732
8,7,3.2
8,50,4.4
8,301,4.0
8,689,3.4282544458829936
8,294,3.0
8,687,2.208258621966852
8,182,4.2073207908318
8,686,3.7762223693330417
8,511,4.38367067720846
8,385,3.824365771653096
8,258,3.8
9,521,3.6
9,479,4.0
9,340,3.2
9,691,4.277946886544335
9,286,3.8000000000000003
9,527,3.8
9,487,4.800000000000001
9,6,3.5466727606883914
9,298,3.6000000000000005
9,507,4.200000000000001
10,367,3.191528200959868
10,493,4.4217913255985595
10,218,3.6312937369147202
10,498,3.7358312105525555
10,199,4.553572867456366
10,275,4.202228101393272
10,505,4.0
10,474,4.807999196340325
10,223,3.6180035798334313
10,371,4.112968169118355
10,447,3.5788297154289763
10,509,4.431783072172506
10,1,4.0
10,558,2.72993207233923
10,588,3.6990023783023345
10,269,3.8000000000000003
10,133,3.7606546518666644
10,435,4.0
10,160,3.149232483491966
10,234,4.369354036231038
10,4,3.191353044955556
10,16,3.417479155379814
10,48,4.357678108771144
10,99,4.13812658470017
10,13,1.7475491832433325
10,176,4.637495699419321
10,124,3.771307299327849
10,194,4.377843321991847
10,22,4.283164256983356
10,7,3.8
10,191,4.591806063237866
10,135,4.624446418682956
10,283,3.4791459204176225
10,289,4.0
10,519,4.409646081352464
10,651,4.203296741767282
10,321,2.970501338260084
10,156,4.397603660526546
10,420,3.2432169703482034
10,195,3.547163474551485
10,521,4.2971106039426425
10,285,4.457777099336538
10,127,3.8
10,340,2.646978728228774
10,698,2.51076464935311
10,702,4.210233074613438
10,175,3.3659051827792563
10,703,3.0134272406803473
10,704,2.8801519732425676
10,705,4.38810423085433
10,203,3.9846500302784076
10,168,3.9650760896377637
10,98,4.775359581547165
10,706,2.8456893469529114
10,56,3.4308100513083715
10,710,3.301139678962287
10,155,3.6801393307844927
10,711,0
10,712,3.0
10,294,4.0
10,497,3.7309367469130787
10,186,4.152701437847498
10,463,4.2020849892393235
10,483,4.455805554502426
10,496,4.376359048392757
10,132,4.052357867710111
10,603,4.1968207295113045
10,696,2.9325881988378595
10,486,3.5534957827012335
10,656,4.142434146159346
10,200,3.562076195734936
10,611,4.8382633143538465
10,461,3.6151126142064616
10,615,3.322766490558888
10,652,4.404229798607682
10,164,3.5884147056819673
10,504,4.529347581440891
10,695,3.345435488509392
10,488,4.376768529858068
10,655,3.807518585140357
10,475,4.784877333312935
10,183,4.437552962073558
10,489,3.965620117190661
10,100,3.01139438542681
10,495,3.7802087683623267
10,64,4.8076505120264965
10,418,3.819698711176359
10,144,4.121892371957623
10,385,4.4741388201757
10,657,4.288353033231788
11,744,3.518438187716329
11,751,3.796353317925433
11,300,3.4000000000000004
11,746,3.556208331921554
11,713,2.8700784616178208
11,736,3.169823699806196
11,743,1.4009849997665471
11,739,2.571316040981764
11,740,4.269127900733228
11,741,2.812801686934407
11,726,2.57856208410888
11,90,3.212816165167981
11,725,1.8513128225138547
11,730,2.7786446717125055
11,723,3.440677843498197
11,732,2.944854227519964
11,722,3.3670686659282283
11,268,3.404628215084727
11,47,3.311649260190607
11,428,3.706391832926175
11,721,3.142148763709368
11,402,3.91365797034132
11,720,2.4063771118055475
11,429,3.4222495462700375
11,714,3.1377434407280798
11,22,4.312074390413132
11,733,2.7507825488349273
11,752,3.5551044245550902
11,734,2.3705155965049265
11,350,4.267447907391995
11,312,3.166714069547204
11,735,4.029369682979703
11,203,3.6636376244132256
11,435,4.565046458897918
11,660,3.985481284842007
11,191,4.186441416643037
11,111,3.4158014263642142
11,227,3.397653197703287
11,97,3.5906389629920286
11,38,3.1995377602936736
11,663,3.6691115424530487
11,185,3.5850276844404316
11,215,3.9886078803060396
11,110,2.9583694799768567
11,455,3.4667288578659257
11,204,3.7809161763625507
11,710,3.4554068528543564
11,120,2.5065905538249402
11,190,4.373285274954497
11,100,3.78444789510059
11,558,3.9731137550041864
11,652,4.3501361471315345
11,40,3.3543736622648272
11,51,3.4071192697024095
11,9,5.0
11,277,1.8738025644689107
11,216,4.12278105450764
11,194,3.7105993036953375
11,597,2.0092752515956303
11,260,3.2314497226975525
11,109,2.5421730191297365
11,94,3.210939928020365
11,573,2.760776550874248
11,524,4.713668522848276
11,561,2.206232130091033
11,425,4.290531061056568
11,521,4.283309037730883
11,291,3.0615051582128188
11,395,2.3967708400774543
11,241,4.478989287804848
11,12,4.428627139263655
11,383,2.2152100806725707
11,135,4.627314462502069
11,175,4.5144009280825115
11,517,3.41105156071492
11,230,3.4363119407436464
12,300,3.0
12,318,4.065483983282792
12,191,3.7129909365558915
12,157,3.807222750879008
12,196,3.3980054571194995
12,684,4.001130585505839
12,71,4.173643912275371
12,132,3.1127155274677456
12,402,4.213149905116231
12,735,4.3644022833132645
12,172,4.7911627384482625
12,471,3.6
12,143,4.000677255517514
12,200,4.0426034769116805
12,276,3.8
12,381,3.5816202753252746
12,96,4.403720532282059
12,50,4.0
12,28,4.369334965273007
12,754,3.5623344064650535
12,97,3.829700367956421
12,204,3.7881511361667237
12,82,3.334413107972188
12,282,4.0
12,753,3.1521154610367685
12,15,3.8
13,273,3.624344261642073
13,90,3.636837874070823
13,173,4.387576105376661
13,820,2.8572536167797953
13,809,2.614266939589269
13,783,2.8022868311507296
13,66,2.9155579135439122
13,363,2.055489880705792
13,816,2.1118340794617296
13,814,0
13,812,3.584875554025213
13,396,3.577451073079911
13,830,0
13,88,3.414831503293453
13,831,2.7953672815893076
13,109,3.0887837210816533
13,808,2.3820870972803805
13,821,2.9737898282070923
13,807,3.023116954831549
13,805,4.179910092425824
13,802,3.072190557691315
13,450,1.1997550326558901
13,377,1.9650668092276222
13,29,2.808934415442853
13,794,3.598051447139188
13,144,4.202531791092075
13,153,4.206048352399415
13,451,2.8151350632300485
13,379,2.805512677703961
13,828,2.3278392717718823
13,788,1.927268158278627
13,14,4.178040327574633
13,787,3.7298435458670385
13,823,3.043028868378625
13,268,3.7209562994338676
13,167,3.2229417305734303
13,118,3.4814224693753335
13,420,3.5620491295889765
13,786,2.3169014158427155
13,384,2.2180941630433555
13,784,1.0
13,431,3.4254750416247575
13,45,4.812149543654227
13,612,4.168681729553505
13,385,3.6776490457645568
13,498,4.1945673156662755
13,317,3.8148232829903406
13,305,3.5263774764208464
13,269,3.9985019345797137
13,508,3.9099210995445732
13,449,2.8294413257768656
13,238,3.3956025820627502
13,452,2.3528095129511026
13,319,3.563932407454717
13,509,3.8221561293568462
13,97,4.0
13,195,4.207651453355769
13,516,4.051429696157016
13,302,4.404287401312161
13,539,3.0475858187034675
13,540,2.2030878166379577
13,287,4.483755960980665
13,517,3.853841562618716
13,502,4.008540580396796
13,276,3.829204925738348
13,488,3.818023398730659
13,320,4.246566279750568
13,477,3.59141005456863
13,476,2.409180091148471
13,480,4.556623825926293
13,387,3.0288805641423893
13,360,2.6422149013301266
13,481,3.468182134650666
13,353,2.4805758817630728
13,344,3.6079446463377636
13,483,4.408692673038028
13,409,2.1557419690521287
13,467,4.01145674622236
13,414,3.7782024560484824
13,416,3.188920726497539
13,437,1.0
13,440,1.5503263899123878
13,98,4.239500122934458
13,443,3.996420846223321
13,333,3.9240955373875126
13,100,4.406198325171008
13,546,3.1895024905109266
13,56,4.582802297562596
13,124,4.0
13,524,5.0
13,418,3.4463526755711795
13,147,2.9334277777630953
13,694,4.597717599899349
13,716,2.5862102078704625
13,755,3.423185219503534
13,137,4.340731978249032
13,168,4.603082424430749
13,759,2.1477464616885076
13,421,3.202662056735427
13,764,3.140087721212956
13,772,2.2709345628513344
13,402,3.60781981773906
13,181,4.416772954508522
13,776,3.7035464304232004
13,780,3.5516805753873215
13,391,2.750443167756924
13,781,3.4278839316746508
13,782,2.4275768199812604
13,766,3.441442414238173
13,682,2.0125329138475156
13,423,4.228405101771639
13,178,4.59657555968142
13,596,3.397203350004339
13,270,3.1884027467110623
13,526,3.7095908949867797
13,59,4.568173844826398
13,601,4.841261062268659
13,263,1.2007253740679187
13,261,2.8945958337419757
13,610,4.067123944394634
13,121,2.7609626851697233
13,457,1.793533917488372
13,617,3.7933047486930143
13,625,3.3786956876731233
13,632,4.205113140139138
13,217,3.6542500650831515
13,436,3.6008233438986013
13,665,2.6147168633578772
13,678,3.017582847807873
13,198,4.207562199046261
13,428,3.6175896741624016
13,271,3.242369346760884
13,472,3.0270189341851337
13,354,3.592194583942997
13,482,4.19271177419226
13,659,4.5711061629013825
13,892,2.838985271330858
13,894,1.5691286078658297
13,898,3.5292404992411788
13,901,1.1092293169055198
13,906,3.0516953182214728
13,673,3.817608220038089
13,907,3.0
13,908,2.1012223483028794
13,720,2.692232628188116
13,910,2.151419269175377
13,290,3.42368723432863
13,683,1.8300908600866872
13,912,3.1211655748598504
13,338,2.8462779920321166
13,301,4.0106660524513265
13,913,4.0
13,890,2.1828267202575753
13,303,3.9830890288213388
13,614,4.006522307233376
13,294,3.1600112310057504
13,624,3.348561900329904
13,315,4.237807437455884
13,878,3.275990661250838
13,73,3.1852674644701264
13,314,1.0
13,735,4.39226454675332
13,885,2.2851265829256664
13,61,4.139488122058892
13,312,2.8977701913731564
13,308,3.266936900715086
13,27,3.796635827799959
13,887,3.619870133110497
13,72,3.1813093642668573
13,888,3.2648850348010585
13,281,3.0
13,918,3.6708284980867583
13,651,4.0
13,493,3.9996112350222788
13,154,3.821410849787738
13,201,3.4232408311069227
13,588,3.780772622286349
13,615,4.812747061737359
13,652,3.2209990217129585
13,196,3.8087101356368223
13,190,3.7722130383527275
13,705,3.951258491346577
13,186,3.757978089501799
13,185,3.543766271087108
13,180,4.036050482370269
13,64,4.632951289413099
13,597,2.638366843661742
13,161,3.76286643533349
13,208,3.42968357066266
13,447,3.055091961227616
13,210,3.7403062918329657
13,212,3.895377584451057
13,685,4.002139702024078
13,272,4.377923803739239
13,340,3.185493552999314
13,265,4.1635866230729075
13,24,3.062669734280404
13,48,4.377901867408458
13,258,3.397414423344142
13,604,4.207835455788932
13,243,2.7629798384226905
13,230,3.1767781754707687
13,289,3.8612175388298704
13,229,2.822921091085488
13,150,3.665787815693071
13,226,3.7907810629984042
13,219,2.1859631528683527
13,215,3.7815618414941325
13,232,3.596502179663116
13,589,4.5959213045890035
13,915,3.5473742118476137
13,405,3.8014948842739673
13,11,3.9797402338935894
13,341,3.1367378929291347
13,501,3.176396530366097
13,844,4.1135235379710915
13,343,2.7831530452187767
13,548,1.9898538702080233
13,861,2.2612536823119784
13,345,3.5993684301585023
13,860,2.530687888767004
13,349,3.393250053480444
13,859,2.8502966707876496
13,858,1.0
13,42,4.088566640614938
13,866,3.35507938728025
13,530,4.570663413270492
13,857,0
13,40,3.598506110762045
13,856,3.507959891079251
13,847,3.85751679243421
13,2,3.138215560976963
13,848,3.153886549906358
13,505,4.125478666232353
13,877,3.3005962479416446
13,514,4.205834865341343
13,520,4.591103807270747
13,852,0
13,854,3.126480031200377
13,519,4.387866898521826
13,351,3.535187747754329
13,334,3.402040874869983
13,864,3.2297412849897436
13,94,3.393064043659771
13,567,1.8147490229304957
13,25,3.756758046269905
13,875,2.596321552809042
13,564,2.1998683344474577
13,21,3.2555031043028286
13,874,2.7567527758868837
13,876,2.8387964372939134
13,839,4.0
13,752,3.3018999318637463
13,71,3.6329942176280245
13,318,4.566921178125104
13,570,3.207032844209216
13,331,3.8360488565800526
13,836,3.633495951284557
13,842,2.91961183056628
13,840,2.1855100907955607
13,869,2.7161303393959666
13,868,3.3748088063440735
13,300,3.5603923229711607
14,174,2.8208269678812683
14,213,4.582824817177344
14,151,3.420693062192043
14,477,2.5958811038672667
14,357,3.8445291874423884
14,517,3.647522346690263
14,509,3.8
14,242,4.396461069771055
14,475,3.5918798807243477
14,514,3.8272293222035816
14,492,4.045511860344899
14,111,3.3933156958201836
14,23,4.247765689071597
14,603,4.212823384771001
14,655,3.559682383787494
14,596,2.937166582764977
14,455,3.209689719016089
14,98,3.40345396332433
14,9,3.2000000000000006
14,204,4.0132809422273095
14,498,3.930761948390082
14,42,4.64980274001138
14,269,4.4
14,202,4.38772161132275
14,100,4.0
14,474,3.678561834282427
14,175,4.2380976240950945
14,275,4.000000000000001
14,519,4.108541824278093
14,283,3.7938304789656425
14,211,4.169906455238128
14,121,2.5999999999999988
14,18,2.1339576734987356
14,22,4.159208063094156
14,181,4.000000000000001
14,285,4.788111740003577
14,922,3.2953299614979707
14,116,3.833201601186656
14,50,4.4
14,93,4.178963634118788
14,408,4.4009247179235045
14,14,3.1631187127123113
14,15,4.2
14,530,4.304356578771611
14,313,4.4
14,7,3.6
14,716,2.855201632816298
14,709,4.376440140150666
14,176,4.7822079340895165
14,845,3.830612628572699
14,13,2.9528153150036442
14,168,4.068659052870998
14,172,3.769557490235143
14,813,2.9905940418935364
14,792,3.150390038971557
14,70,4.361765191263668
14,56,3.6300833980507243
15,889,3.5820016237232584
15,411,2.9804108100237885
15,924,2.9761291122469284
15,459,4.0
15,678,3.587011497392726
15,286,4.0
15,864,3.242049666313363
15,696,3.020615726174787
15,127,2.8
15,20,3.418879053065976
15,301,3.4412615578469987
15,929,2.9233983430741586
15,331,3.958511713704323
15,932,2.617685080788437
15,137,3.18892437706617
15,471,3.1373771188383746
15,933,3.0561468135258787
15,937,3.0670386454050225
15,307,3.8360138566096924
15,815,3.011019087533088
15,744,3.817015097260763
15,458,3.568920665718644
15,289,3.6029647948656085
15,473,3.3182619575478856
15,754,3.3570778665633685
15,7,4.196962283747882
15,476,3.1838610544154347
15,591,3.806760283794003
15,300,3.4000000000000004
15,25,3.6281439063136003
15,278,4.099238638742237
15,620,3.017503547927523
15,222,4.000000000000001
15,405,3.572227013236831
